ID,Accession,Target,TargetID,Experiment,Literature,Tissue
HCFC1,3054,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
CCNT2,905,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
ZBTB11,27107,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
GABPA,2551,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
MAZ,4150,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
KLF4,9314,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
MLX,6945,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
SP1,6667,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
NFYC,4802,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
ZNF580,51157,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
BCOR,54880,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
TFE3,7030,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
CREB3L1,90993,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
MLLT1,4298,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
ZNF324,25799,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
MXD3,83463,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
ZFX,7543,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
TFDP1,7027,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
HMGN3,9324,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
ELF3,1999,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
FOSL1,8061,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
NRF1,4899,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
ZNF335,63925,SAC3D1,29901,ChIP-seq,29126249,Not Applicable
NFE2,4778,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZNF71,58491,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
POLR2A,5430,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
WT1,7490,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
NANOG,79923,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SIRT6,51548,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
HDGF,3068,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
NCOR1,9611,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
BACH1,571,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
TFDP1,7027,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
GTF2E2,2961,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
CREB3,10488,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZFP37,7539,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZNF175,7728,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SP1,6667,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
NR2C2,7182,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
FOSL1,8061,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SMAD5,4090,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SPI1,6688,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZNF589,51385,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
MTA2,9219,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ARNT,405,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
KLF7,8609,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ID3,3399,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
CDC5L,988,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
KLF9,687,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZNF623,9831,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
MITF,4286,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
BCOR,54880,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
MIXL1,83881,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
HIC1,3090,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ETV1,2115,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
IRF4,3662,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
GLIS2,84662,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
EGR1,1958,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ELF1,1997,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SMARCA5,8467,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
NR4A1,3164,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZBTB11,27107,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
FOXM1,2305,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
RUNX3,864,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
LEF1,51176,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
IKZF1,10320,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
KLF1,10661,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SMARCE1,6605,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
HDAC1,3065,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZNF24,7572,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
SMARCA4,6597,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
CREM,1390,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZBTB40,9923,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
MYNN,55892,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ZNF584,201514,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
DPF2,5977,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
E2F5,1875,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
EED,8726,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ATF1,466,SH3BGRL3,83442,ChIP-seq,29126249,Not Applicable
ELF1,1997,SYPL1,6856,ChIP-seq,29126249,Not Applicable
TFDP1,7027,SYPL1,6856,ChIP-seq,29126249,Not Applicable
KDM5B,10765,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF2,7549,SYPL1,6856,ChIP-seq,29126249,Not Applicable
FOXJ2,55810,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF580,51157,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ELK1,2002,SYPL1,6856,ChIP-seq,29126249,Not Applicable
FOXA3,3171,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF24,7572,SYPL1,6856,ChIP-seq,29126249,Not Applicable
KLF13,51621,SYPL1,6856,ChIP-seq,29126249,Not Applicable
HES1,3280,SYPL1,6856,ChIP-seq,29126249,Not Applicable
MYC,4609,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF121,7675,SYPL1,6856,ChIP-seq,29126249,Not Applicable
HDAC1,3065,SYPL1,6856,ChIP-seq,29126249,Not Applicable
RARA,5914,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZFP37,7539,SYPL1,6856,ChIP-seq,29126249,Not Applicable
MAZ,4150,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF644,84146,SYPL1,6856,ChIP-seq,29126249,Not Applicable
IRF1,3659,SYPL1,6856,ChIP-seq,29126249,Not Applicable
USF2,7392,SYPL1,6856,ChIP-seq,29126249,Not Applicable
STAT1,6772,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ESRRA,2101,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF501,115560,SYPL1,6856,ChIP-seq,29126249,Not Applicable
GTF2E2,2961,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ZNF584,201514,SYPL1,6856,ChIP-seq,29126249,Not Applicable
MTA1,9112,SYPL1,6856,ChIP-seq,29126249,Not Applicable
SAP30,8819,SYPL1,6856,ChIP-seq,29126249,Not Applicable
ARNT,405,SYPL1,6856,ChIP-seq,29126249,Not Applicable
NR2F6,2063,SYPL1,6856,ChIP-seq,29126249,Not Applicable
PHF8,23133,SYPL1,6856,ChIP-seq,29126249,Not Applicable
